row_number,selection,source,word,menu,menu_ff
3945,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3946,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3947,SAY HELLO TO,MENU,,Say hello to,Say hello to
3948,MOM,FINAL,Mom,,Say hello to
3949,MOM,FINAL,Mom,,Say hello to
3950,GRANDMA,FINAL,Grandma,,Say hello to
3951,MOM,FINAL,Mom,,Say hello to
3952,MOM,FINAL,Mom,,Say hello to
3953,MOM,FINAL,Mom,,Say hello to
3954,CORI,FINAL,Cori,,Say hello to
3955,MUSIC,MENU,,Music,Music
3956,PIANO,FINAL,Piano,,Music
3957,PIANO,FINAL,Piano,,Music
3958,DANCE,FINAL,Dance,,Music
3959,DANCE,FINAL,Dance,,Music
3960,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3961,VIOLIN,FINAL,Violin,,Music
3962,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
3963,PIANO,FINAL,Piano,,Music
3964,DANCE,FINAL,Dance,,Music
3965,DANCE,FINAL,Dance,,Music
3966,PIANO,FINAL,Piano,,Music
3967,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3968,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3969,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3970,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3971,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3972,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3973,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3974,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3975,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3976,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3977,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3978,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3979,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3980,VIOLIN,FINAL,Violin,,Music
3981,PIANO,FINAL,Piano,,Music
3982,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3983,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3984,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
3985,PIANO,FINAL,Piano,,Music
3986,PIANO,FINAL,Piano,,Music
3987,TALK ABOUT,MENU,,Talk about,Talk about
3988,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
3989,HOT,MENU,,Hot,Hot
3990,I FEEL HOT,FINAL,I feel hot,,Hot
3991,I FEEL HOT,FINAL,I feel hot,,Hot
3992,I FEEL HOT,FINAL,I feel hot,,Hot
3993,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
3994,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
3995,I FEEL HOT,FINAL,I feel hot,,Hot
3996,I FEEL HOT,FINAL,I feel hot,,Hot
3997,WARM,MENU,,Warm,Warm
3998,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
3999,I FEEL WARM,FINAL,I feel warm,,Warm
4000,I FEEL WARM,FINAL,I feel warm,,Warm
4001,I FEEL WARM,FINAL,I feel warm,,Warm
4002,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
4003,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
4004,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
4005,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
4006,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
4007,HOT,MENU,,Hot,Hot
4008,I FEEL HOT,FINAL,I feel hot,,Hot
4009,I FEEL HOT,FINAL,I feel hot,,Hot
4010,I FEEL HOT,FINAL,I feel hot,,Hot
4011,I FEEL HOT,FINAL,I feel hot,,Hot
4012,I FEEL HOT,FINAL,I feel hot,,Hot
4013,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4014,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4015,I FEEL HOT,FINAL,I feel hot,,Hot
4016,I FEEL HOT,FINAL,I feel hot,,Hot
4017,I FEEL HOT,FINAL,I feel hot,,Hot
4018,I FEEL HOT,FINAL,I feel hot,,Hot
4019,I FEEL HOT,FINAL,I feel hot,,Hot
4020,SAY HELLO TO,MENU,,Say hello to,Say hello to
4021,CAR RIDE,FINAL,Car ride,,Say hello to
4022,BIRD FRIENDS,MENU,,Bird friends,Bird friends
4023,COOKIE,FINAL,Cookie,,Bird friends
4024,"SKITTLES, SQUEE AND YAYA",FINAL,"Skittles, squee and Yaya",,Bird friends
4025,"SKITTLES, SQUEE AND YAYA",FINAL,"Skittles, Squee and Yaya",,Bird friends
4026,"SKITTLES, SQUEE AND YAYA",FINAL,"Skittles, squee and Yaya",,Bird friends
4027,"SKITTLES, SQUEE AND YAYA",FINAL,"Skittles, squee and Yaya",,Bird friends
4028,"SKITTLES, SQUEE AND YAYA",FINAL,"Skittles, squee and Yaya",,Bird friends
4029,"SKITTLES, SQUEE AND YAYA",FINAL,"Skittles, squee and Yaya",,Bird friends
4030,COOKIE,FINAL,Cookie,,Bird friends
4031,COOKIE,FINAL,Cookie,,Bird friends
4032,TALK ABOUT,MENU,,Talk about,Talk about
4033,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
4034,HOT,MENU,,Hot,Hot
4035,I FEEL HOT,FINAL,I feel hot,,Hot
4036,I FEEL HOT,FINAL,I feel hot,,Hot
4037,I FEEL HOT,FINAL,I feel hot,,Hot
4038,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4039,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4040,I FEEL HOT,FINAL,I feel hot,,Hot
4041,I FEEL HOT,FINAL,I feel hot,,Hot
4042,I FEEL HOT,FINAL,I feel hot,,Hot
4043,HOT INSIDE,FINAL,Hot inside,,Hot
4044,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4045,I FEEL HOT,FINAL,I feel hot,,Hot
4046,I FEEL HOT,FINAL,I feel hot,,Hot
4047,I FEEL HOT,FINAL,I feel hot,,Hot
4048,HOT,MENU,,Hot,Hot
4049,I FEEL HOT,FINAL,I feel hot,,Hot
4050,I FEEL HOT,FINAL,I feel hot,,Hot
4051,SAY HELLO TO,MENU,,Say hello to,Say hello to
4052,TALK ABOUT,MENU,,Talk about,Talk about
4053,TALK ABOUT,MENU,,Talk about,Talk about
4054,EXPERIENCE,MENU,,Experience,Experience
4055,TOUCH,FINAL,Touch,,Experience
4056,TOUCH,FINAL,Touch,,Experience
4057,TALK ABOUT,MENU,,Talk about,Talk about
4058,TALK ABOUT,MENU,,Talk about,Talk about
4059,TALK ABOUT,MENU,,Talk about,Talk about
4060,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
4061,HOT,MENU,,Hot,Hot
4062,I FEEL HOT,FINAL,I feel hot,,Hot
4063,HOT INSIDE,FINAL,Hot inside,,Hot
4064,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4065,I FEEL HOT,FINAL,I feel hot,,Hot
4066,I FEEL HOT,FINAL,I feel hot,,Hot
4067,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4068,HOT INSIDE,FINAL,Hot inside,,Hot
4069,HOT,MENU,,Hot,Hot
4070,I FEEL HOT,FINAL,I feel hot,,Hot
4071,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4072,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4073,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4074,I FEEL HOT,FINAL,I feel hot,,Hot
4075,CLOUDBABIES,FINAL,Cloudbabies,,Hot
4076,CLOUDBABIES,FINAL,Cloudbabies,,Hot
4077,CLOUDBABIES,FINAL,Cloudbabies,,Hot
4078,CLOUDBABIES,FINAL,Cloudbabies,,Hot
4079,NIGHT/MOON,FINAL,Night/moon,,Hot
4080,CLOUDBABIES,FINAL,Cloudbabies,,Hot
4081,CLOUDBABIES,FINAL,Cloudbabies,,Hot
4082,DAY/SUN,FINAL,Day/sun,,Hot
4083,DAY/SUN,FINAL,Day/sun,,Hot
4084,DAY/SUN,FINAL,Day/sun,,Hot
4085,CLOUDBABIES,FINAL,Cloudbabies,,Hot
4086,CLOUDBABIES,FINAL,Cloudbabies,,Hot
4087,DAY/SUN,FINAL,Day/sun,,Hot
4088,HOT,MENU,,Hot,Hot
4089,I FEEL HOT,FINAL,I feel hot,,Hot
4090,I FEEL HOT,FINAL,I feel hot,,Hot
4091,EXPERIENCE,MENU,,Experience,Experience
4092,MOM,FINAL,Mom,,Experience
4093,MOM,FINAL,Mom,,Experience
4094,TOUCH,FINAL,Touch,,Experience
4095,READ,FINAL,Read,,Experience
4096,READ,FINAL,Read,,Experience
4097,MUSIC,MENU,,Music,Music
4098,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
4099,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
4100,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4101,VIOLIN,FINAL,Violin,,Music
4102,DANCE,FINAL,Dance,,Music
4103,PIANO,FINAL,Piano,,Music
4104,PIANO,FINAL,Piano,,Music
4105,OLDIES,FINAL,Oldies,,Music
4106,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
4107,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4108,DANCE,FINAL,Dance,,Music
4109,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4110,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4111,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4112,DANCE,FINAL,Dance,,Music
4113,DANCE,FINAL,Dance,,Music
4114,CLOUDBABIES,FINAL,Cloudbabies,,Music
4115,CLOUDBABIES,FINAL,Cloudbabies,,Music
4116,MUSIC,MENU,,Music,Music
4117,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
4118,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4119,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4120,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4121,TO DRINK,MENU,,To drink,To drink
4122,WATER,FINAL,Water,,To drink
4123,WATER,FINAL,Water,,To drink
4124,EXPERIENCE,MENU,,Experience,Experience
4125,TOUCH,FINAL,Touch,,Experience
4126,MOM,FINAL,Mom,,Experience
4127,ISABELLE,FINAL,Isabelle,,Experience
4128,TALK ABOUT,MENU,,Talk about,Talk about
4129,TALK ABOUT,MENU,,Talk about,Talk about
4130,SAY HELLO TO,MENU,,Say hello to,Say hello to
4131,TALK ABOUT,MENU,,Talk about,Talk about
4132,FEELING,MENU,,Feeling,Feeling
4133,HAPPY,FINAL,Happy,,Feeling
4134,HAPPY,FINAL,Happy,,Feeling
4135,EWW,FINAL,Eww,,Feeling
4136,SAD,FINAL,Sad,,Feeling
4137,AFRAID,FINAL,Afraid,,Feeling
4138,EWW,FINAL,Eww,,Feeling
4139,NO LIKE,FINAL,No like,,Feeling
4140,HAPPY,FINAL,Happy,,Feeling
4141,EXCITED,FINAL,Excited,,Feeling
4142,SAD,FINAL,Sad,,Feeling
4143,EXCITED,FINAL,Excited,,Feeling
4144,HAPPY,FINAL,Happy,,Feeling
4145,EXCITED,FINAL,Excited,,Feeling
4146,HAPPY,FINAL,Happy,,Feeling
4147,TO PLAY,MENU,,To play,To play
4148,CARDS,FINAL,Cards,,To play
4149,CRAFTS,FINAL,Crafts,,To play
4150,SNUGGLE,FINAL,Snuggle,,To play
4151,SNUGGLE,FINAL,Snuggle,,To play
4152,CRAFTS,FINAL,Crafts,,To play
4153,BOOK,MENU,,Book,Book
4154,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4155,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4156,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4157,READING BOOK,MENU,,Reading book,Reading book
4158,TALK ABOUT,MENU,,Talk about,Talk about
4159,TALK ABOUT,MENU,,Talk about,Talk about
4160,SAY HELLO TO,MENU,,Say hello to,Say hello to
4161,TALK ABOUT,MENU,,Talk about,Talk about
4162,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
4163,HOT,MENU,,Hot,Hot
4164,I FEEL HOT,FINAL,I feel hot,,Hot
4165,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4166,I FEEL HOT,FINAL,I feel hot,,Hot
4167,HOT INSIDE,FINAL,Hot inside,,Hot
4168,I FEEL HOT,FINAL,I feel hot,,Hot
4169,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4170,I FEEL HOT,FINAL,I feel hot,,Hot
4171,I FEEL HOT,FINAL,I feel hot,,Hot
4172,COOL,MENU,,Cool,Cool
4173,I FEEL COOL,FINAL,I feel cool,,Cool
4174,I FEEL COOL,FINAL,I feel cool,,Cool
4175,I WANT TO FEEL COOL,FINAL,I want to feel cool,,Cool
4176,I FEEL COOL,FINAL,I feel cool,,Cool
4177,COOL INSIDE,FINAL,Cool inside,,Cool
4178,I FEEL COOL,FINAL,I feel cool,,Cool
4179,I FEEL COOL,FINAL,I feel cool,,Cool
4180,I FEEL COOL,FINAL,I feel cool,,Cool
4181,COOL INSIDE,FINAL,Cool inside,,Cool
4182,COOL INSIDE,FINAL,Cool inside,,Cool
4183,COOL INSIDE,FINAL,Cool inside,,Cool
4184,I FEEL COOL,FINAL,I feel cool,,Cool
4185,I FEEL COOL,FINAL,I feel cool,,Cool
4186,COOL INSIDE,FINAL,Cool inside,,Cool
4187,I WANT TO FEEL COOL,FINAL,I want to feel cool,,Cool
4188,I FEEL COOL,FINAL,I feel cool,,Cool
4189,I FEEL COOL,FINAL,I feel cool,,Cool
4190,COOL INSIDE,FINAL,Cool inside,,Cool
4191,I WANT TO FEEL COOL,FINAL,I want to feel cool,,Cool
4192,SAY HELLO TO,MENU,,Say hello to,Say hello to
4193,CAR RIDE,FINAL,Car ride,,Say hello to
4194,TO EAT,MENU,,To eat,To eat
4195,COOK DINNER,FINAL,Cook dinner,,To eat
4196,EGGS,FINAL,Eggs,,To eat
4197,A BANANA,FINAL,A banana,,To eat
4198,A BANANA,FINAL,A banana,,To eat
4199,A BANANA,FINAL,A banana,,To eat
4200,A TOAST,FINAL,A toast,,To eat
4201,EGGS,FINAL,Eggs,,To eat
4202,EGGS,FINAL,Eggs,,To eat
4203,EGGS,FINAL,Eggs,,To eat
4204,CHOP,FINAL,Chop,,To eat
4205,CHOP,FINAL,Chop,,To eat
4206,CHOP,FINAL,Chop,,To eat
4207,EGGS,FINAL,Eggs,,To eat
4208,EGGS,FINAL,Eggs,,To eat
4209,TOFU,FINAL,Tofu,,To eat
4210,CARTOONS,MENU,,Cartoons,Cartoons
4211,SISTER,FINAL,Sister,,Cartoons
4212,SEASONAL,MENU,,Seasonal,Seasonal
4213,SUMMER,FINAL,Summer,,Seasonal
4214,WINTER,FINAL,Winter,,Seasonal
4215,SUMMER,FINAL,Summer,,Seasonal
4216,SPRING,FINAL,Spring,,Seasonal
4217,SPRING,FINAL,Spring,,Seasonal
4218,SPRING,FINAL,Spring,,Seasonal
4219,FALL,FINAL,Fall,,Seasonal
4220,FALL,FINAL,Fall,,Seasonal
4221,FALL,FINAL,Fall,,Seasonal
4222,BALLOON POP,FINAL,Balloon pop,,Seasonal
4223,BALLOON POP,FINAL,Balloon pop,,Seasonal
4224,MATCHING GAME,FINAL,Matching game,,Seasonal
4225,TALK ABOUT,MENU,,Talk about,Talk about
4226,FANTASY,MENU,,Fantasy,Fantasy
4227,FAIRY,FINAL,Fairy,,Fantasy
4228,DRAGON,FINAL,Dragon,,Fantasy
4229,DRAGON,FINAL,Dragon,,Fantasy
4230,FAIRY,FINAL,Fairy,,Fantasy
4231,UNICORN,FINAL,Unicorn,,Fantasy
4232,FAIRY,FINAL,Fairy,,Fantasy
4233,DRAGON,FINAL,Dragon,,Fantasy
4234,DRAGON,FINAL,Dragon,,Fantasy
4235,DRAGON,FINAL,Dragon,,Fantasy
4236,FEELING,MENU,,Feeling,Feeling
4237,AFRAID,FINAL,Afraid,,Feeling
4238,HAPPY,FINAL,Happy,,Feeling
4239,HAPPY,FINAL,Happy,,Feeling
4240,HAPPY,FINAL,Happy,,Feeling
4241,HAPPY,FINAL,Happy,,Feeling
4242,HAPPY,FINAL,Happy,,Feeling
4243,MAD,FINAL,Mad,,Feeling
4244,MAD,FINAL,Mad,,Feeling
4245,HAPPY,FINAL,Happy,,Feeling
4246,YUM,FINAL,Yum,,Feeling
4247,AFRAID,FINAL,Afraid,,Feeling
4248,YUM,FINAL,Yum,,Feeling
4249,SAY HELLO TO,MENU,,Say hello to,Say hello to
4250,CAR RIDE,FINAL,Car ride,,Say hello to
4251,CAR RIDE,FINAL,Car ride,,Say hello to
4252,CORI,FINAL,Cori,,Say hello to
4253,BIRD FRIENDS,FINAL,Bird friends,,Say hello to
4254,"SKITTLES, SQUEE AND YAYA",FINAL,"Skittles, Squee and Yaya",,Say hello to
4255,SKITTLE SQUEE AND YAYA,FINAL,Skittle Squee and Yaya,,Say hello to
4256,LOOK AT ART,FINAL,Look at art,,Say hello to
4257,LOOK AT ART,FINAL,Look at art,,Say hello to
4258,LOOK AT ART,FINAL,Look at art,,Say hello to
4259,LOOK AT ART,FINAL,Look at art,,Say hello to
4260,TO PLAY,MENU,,To play,To play
4261,TO PLAY,MENU,,To play,To play
4262,LOOK AT ART,MENU,,Look at art,Look at art
4263,BABY ANIMALS,FINAL,Baby animals,,Look at art
4264,FEELING,MENU,,Feeling,Feeling
4265,AFRAID,FINAL,Afraid,,Feeling
4266,AFRAID,FINAL,Afraid,,Feeling
4267,SAD,FINAL,Sad,,Feeling
4268,RAIN,FINAL,Rain,,Feeling
4269,NIGHT/MOON,FINAL,Night/moon,,Feeling
4270,TASTE,FINAL,Taste,,Feeling
4271,TOUCH,FINAL,Touch,,Feeling
4272,TILLIE,FINAL,Tillie,,Feeling
4273,CARTOONS,MENU,,Cartoons,Cartoons
4274,SEASONAL,FINAL,Seasonal,,Cartoons
4275,SPRING,FINAL,Spring,,Cartoons
4276,WINTER,FINAL,Winter,,Cartoons
4277,WINTER,FINAL,Winter,,Cartoons
4278,WINTER,FINAL,Winter,,Cartoons
4279,WINTER,FINAL,Winter,,Cartoons
4280,FALL,FINAL,Fall,,Cartoons
4281,FALL,FINAL,Fall,,Cartoons
4282,THANKSGIVING,FINAL,Thanksgiving,,Cartoons
4283,THANKSGIVING,FINAL,Thanksgiving,,Cartoons
4284,TREATS,MENU,,Treats,Treats
4285,MEDICINE,FINAL,Medicine,,Treats
4286,MEDICINE,FINAL,Medicine,,Treats
4287,MANGO,FINAL,Mango,,Treats
4288,MANGO,FINAL,Mango,,Treats
4289,MANGO,FINAL,Mango,,Treats
4290,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4291,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4292,NUTS,FINAL,Nuts,,Treats
4293,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4294,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4295,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4296,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4297,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4298,NUTS,FINAL,Nuts,,Treats
4299,FEELING,MENU,,Feeling,Feeling
4300,EXCITED,FINAL,Excited,,Feeling
4301,EXCITED,FINAL,Excited,,Feeling
4302,SAD,FINAL,Sad,,Feeling
4303,EXCITED,FINAL,Excited,,Feeling
4304,SAD,FINAL,Sad,,Feeling
4305,SAD,FINAL,Sad,,Feeling
4306,MAD,FINAL,Mad,,Feeling
4307,MAD,FINAL,Mad,,Feeling
4308,MAD,FINAL,Mad,,Feeling
4309,MAD,FINAL,Mad,,Feeling
4310,MAD,FINAL,Mad,,Feeling
4311,MAD,FINAL,Mad,,Feeling
4312,MAD,FINAL,Mad,,Feeling
4313,MAD,FINAL,Mad,,Feeling
4314,MAD,FINAL,Mad,,Feeling
4315,HAPPY,FINAL,Happy,,Feeling
4316,FEELING,MENU,,Feeling,Feeling
4317,HAPPY,FINAL,Happy,,Feeling
4318,AFRAID,FINAL,Afraid,,Feeling
4319,SAD,FINAL,Sad,,Feeling
4320,SAD,FINAL,Sad,,Feeling
4321,EXCITED,FINAL,Excited,,Feeling
4322,EXCITED,FINAL,Excited,,Feeling
4323,SAD,FINAL,Sad,,Feeling
4324,AFRAID,FINAL,Afraid,,Feeling
4325,EWW,FINAL,Eww,,Feeling
4326,CARTOONS,MENU,,Cartoons,Cartoons
4327,SISTER,FINAL,Sister,,Cartoons
4328,SISTER,FINAL,Sister,,Cartoons
4329,TILLIE,FINAL,Tillie,,Cartoons
4330,ISABELLE,FINAL,Isabelle,,Cartoons
4331,ELLIE,FINAL,Ellie,,Cartoons
4332,ISABELLE,FINAL,Isabelle,,Cartoons
4333,TALK ABOUT,MENU,,Talk about,Talk about
4334,FEELING,MENU,,Feeling,Feeling
4335,NO LIKE,FINAL,No like,,Feeling
4336,EXPERIENCE,MENU,,Experience,Experience
4337,TALK ABOUT,MENU,,Talk about,Talk about
4338,TALK ABOUT,MENU,,Talk about,Talk about
4339,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
4340,HOT,MENU,,Hot,Hot
4341,I FEEL HOT,FINAL,I feel hot,,Hot
4342,HOT WIND BLOW DRYER,FINAL,Hot wind blow dryer,,Hot
4343,I FEEL HOT,FINAL,I feel hot,,Hot
4344,I FEEL HOT,FINAL,I feel hot,,Hot
4345,I FEEL HOT,FINAL,I feel hot,,Hot
4346,I FEEL HOT,FINAL,I feel hot,,Hot
4347,TO PLAY,MENU,,To play,To play
4348,SNUGGLE,FINAL,Snuggle,,To play
4349,SNUGGLE,FINAL,Snuggle,,To play
4350,BOOK,MENU,,Book,Book
4351,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4352,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4353,THEME,MENU,,Theme,Theme
4354,ANIMALS,MENU,,Animals,Animals
4355,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
4356,NO LIKE,FINAL,No like,,Animals
4357,HAPPY,FINAL,Happy,,Animals
4358,NO LIKE,FINAL,No like,,Animals
4359,BALLOON POP,FINAL,Balloon pop,,Animals
4360,NUMBER MATCH,FINAL,Number match,,Animals
4361,NUMBER MATCH,FINAL,Number match,,Animals
4362,NUMBER MATCH,FINAL,Number match,,Animals
4363,TALK ABOUT,MENU,,Talk about,Talk about
4364,TALK ABOUT,MENU,,Talk about,Talk about
4365,MATH,FINAL,Math,,Talk about
4366,MATH,FINAL,Math,,Talk about
4367,MATH,FINAL,Math,,Talk about
4368,TYPING,MENU,,Typing,Typing
4369,TALK ABOUT,MENU,,Talk about,Talk about
4370,TALK ABOUT,MENU,,Talk about,Talk about
4371,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
4372,HOT,MENU,,Hot,Hot
4373,I FEEL HOT,FINAL,I feel hot,,Hot
4374,HOT,MENU,,Hot,Hot
4375,I FEEL HOT,FINAL,I feel hot,,Hot
4376,I FEEL HOT,FINAL,I feel hot,,Hot
4377,HOT,MENU,,Hot,Hot
4378,I FEEL HOT,FINAL,I feel hot,,Hot
4379,I FEEL HOT,FINAL,I feel hot,,Hot
4380,I FEEL HOT,FINAL,I feel hot,,Hot
4381,I FEEL HOT,FINAL,I feel hot,,Hot
4382,I FEEL HOT,FINAL,I feel hot,,Hot
4383,I FEEL HOT,FINAL,I feel hot,,Hot
4384,I FEEL HOT,FINAL,I feel hot,,Hot
4385,I FEEL HOT,FINAL,I feel hot,,Hot
4386,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4387,HOT,MENU,,Hot,Hot
4388,I FEEL HOT,FINAL,I feel hot,,Hot
4389,I FEEL HOT,FINAL,I feel hot,,Hot
4390,TALK ABOUT,MENU,,Talk about,Talk about
4391,TO PLAY,MENU,,To play,To play
4392,WRITING,FINAL,Writing,,To play
4393,WRITING,FINAL,Writing,,To play
4394,TRACING,FINAL,Tracing,,To play
4395,SNUGGLE,FINAL,Snuggle,,To play
4396,CARDS,FINAL,Cards,,To play
4397,BOOK,MENU,,Book,Book
4398,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4399,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4400,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4401,POP UP,FINAL,Pop Up,,Book
4402,CARTOONS,MENU,,Cartoons,Cartoons
4403,SEASONAL,MENU,,Seasonal,Seasonal
4404,WINTER,FINAL,Winter,,Seasonal
4405,CARTOONS,MENU,,Cartoons,Cartoons
4406,SEASONAL,MENU,,Seasonal,Seasonal
4407,WINTER,FINAL,Winter,,Seasonal
4408,CARTOONS,MENU,,Cartoons,Cartoons
4409,THEMES,MENU,,Themes,Themes
4410,MUSIC,MENU,,Music,Music
4411,OLDIES,FINAL,Oldies,,Music
4412,OLDIES,FINAL,Oldies,,Music
4413,OLDIES,FINAL,Oldies,,Music
4414,OLDIES,FINAL,Oldies,,Music
4415,FEELING,MENU,,Feeling,Feeling
4416,AFRAID,FINAL,Afraid,,Feeling
4417,EXCITED,FINAL,Excited,,Feeling
4418,SAD,FINAL,Sad,,Feeling
4419,SAD,FINAL,Sad,,Feeling
4420,EWW,FINAL,Eww,,Feeling
4421,EWW,FINAL,Eww,,Feeling
4422,CARTOONS,MENU,,Cartoons,Cartoons
4423,FEELING,MENU,,Feeling,Feeling
4424,TO PLAY,MENU,,To play,To play
4425,LOOK AT ART,MENU,,Look at art,Look at art
4426,WARM,MENU,,Warm,Warm
4427,RAIN,FINAL,Rain,,Warm
4428,RAIN,FINAL,Rain,,Warm
4429,RAIN,FINAL,Rain,,Warm
4430,DAY/SUN,FINAL,Day/sun,,Warm
4431,RAIN,FINAL,Rain,,Warm
4432,RAIN,FINAL,Rain,,Warm
4433,SAY HELLO TO,MENU,,Say hello to,Say hello to
4434,MOM,FINAL,Mom,,Say hello to
4435,MOM,FINAL,Mom,,Say hello to
4436,TALK ABOUT,MENU,,Talk about,Talk about
4437,FANTASY,MENU,,Fantasy,Fantasy
4438,DRAGON,FINAL,Dragon,,Fantasy
4439,FAIRY,FINAL,Fairy,,Fantasy
4440,DRAGON,FINAL,Dragon,,Fantasy
4441,FAIRY,FINAL,Fairy,,Fantasy
4442,GAMES,FINAL,Games,,Fantasy
4443,GAMES,FINAL,Games,,Fantasy
4444,CARDS,FINAL,Cards,,Fantasy
4445,BOOK,MENU,,Book,Book
4446,READING BOOK,MENU,,Reading book,Reading book
4447,TO PLAY,MENU,,To play,To play
4448,SNUGGLE,FINAL,Snuggle,,To play
4449,SNUGGLE,FINAL,Snuggle,,To play
4450,SNUGGLE,FINAL,Snuggle,,To play
4451,SNUGGLE,FINAL,Snuggle,,To play
4452,SNUGGLE,FINAL,Snuggle,,To play
4453,SNUGGLE,FINAL,Snuggle,,To play
4454,SNUGGLE,FINAL,Snuggle,,To play
4455,BOOK,MENU,,Book,Book
4456,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4457,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4458,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4459,ANIMALS,MENU,,Animals,Animals
4460,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
4461,MOM,FINAL,Mom,,Animals
4462,ISABELLE,FINAL,Isabelle,,Animals
4463,TOUCH,FINAL,Touch,,Animals
4464,MOM,FINAL,Mom,,Animals
4465,TILLIE,FINAL,Tillie,,Animals
